Accession.Number,Genes,Protein.Description,Gan_b4_1,Gan_b4_2,Gan_b4_3,Gan_b4_4,Gan_b4_5,Gan_b4_6,Gan_b4_7,Gan_b4_8,Gan_b4_9,Gan_b4_10,Gan_b4_11,Gan_b4_12,Gan_b4_13,Gan_b4_15,Gan_b4_16,Gan_b4_17,Gan_b4_18
C9JFZ1;H7BZC2;J3KPK1,SYNJ1,phosphoinositide 5-phosphatase OS=Homo sapiens OX=9606 GN=SYNJ1 PE=1 SV=1,255916.7552,251678.1595,244035.4201,272503.8977,225660.121,96587.78237,80377.60807,116997.1158,174723.0209,157896.177,379789.3448,245508.9273,191643.5476,123537.1797,37784.81975,67221.32549,70785.65836
Q9BYT3,STK33,Serine/threonine-protein kinase 33 OS=Homo sapiens OX=9606 GN=STK33 PE=1 SV=1,78666.74773,71878.96251,76506.10577,60985.07049,80323.71358,104911.547,92100.75708,81660.71024,93202.29826,118651.4491,76516.26593,63370.99907,73746.00414,96243.7156,107480.1717,78765.21751,58696.36251
Q96PV0,SYNGAP1,Ras/Rap GTPase-activating protein SynGAP OS=Homo sapiens OX=9606 GN=SYNGAP1 PE=1 SV=4,54097.24055,55009.4617,62316.0112,61592.72277,51783.13322,26642.32874,44245.15429,48369.52467,72718.22982,38221.38509,68731.05981,56310.83369,45577.63767,40424.26802,22428.11482,38581.1279,32033.40528
Q16620,NTRK2,BDNF/NT-3 growth factors receptor OS=Homo sapiens OX=9606 GN=NTRK2 PE=1 SV=1,124633.8893,83566.05442,111026.855,109201.1493,115268.92,124154.2928,152028.1972,130731.889,136261.0813,92300.22089,142767.1124,104166.2444,104086.5052,103823.5038,79215.74418,142260.3453,117332.4267
Q9NQ84,GPRC5C,G-protein coupled receptor family C group 5 member C OS=Homo sapiens OX=9606 GN=GPRC5C PE=1 SV=2,171128.849,190547.442,164631.3144,176246.1265,179430.7266,163461.6277,172249.7615,172672.0667,159232.1291,185269.2564,146879.2503,151793.4639,163114.0184,148156.1358,172315.9844,157864.8158,153407.804
Q8WY22,BRI3BP,BRI3-binding protein OS=Homo sapiens OX=9606 GN=BRI3BP PE=1 SV=1,120450.4343,135421.2363,121454.9488,125753.5171,111250.692,100478.1336,78455.71926,99022.8406,83992.66216,130376.0445,122446.4991,129205.4827,118652.8148,78763.84744,95914.70792,80442.4003,94886.41768
E7EMZ9;E9PBC6;H0Y911;Q4VXL4,TACC2,Transforming acidic coiled-coil containing protein 2 OS=Homo sapiens OX=9606 GN=TACC2 PE=1 SV=1,97157.07725,84687.70452,90718.59869,96399.20946,88975.92835,83031.92238,114730.0914,120219.8925,125262.1021,119605.3257,122028.3701,140524.1302,95656.33094,102795.5111,62253.66614,95189.51296,116934.3237
Q27J81,INF2,Inverted formin-2 OS=Homo sapiens OX=9606 GN=INF2 PE=1 SV=2,103817.4578,100343.033,86433.40343,88525.67263,98935.05351,72836.69069,,76300.68137,86970.45612,85954.89554,90071.40154,78228.97654,90903.69929,66350.64087,76909.96417,59265.75046,60443.35139
Q15154,PCM1,Pericentriolar material 1 protein OS=Homo sapiens OX=9606 GN=PCM1 PE=1 SV=5,78232.20023,76585.66372,72174.9136,82473.92227,83001.09391,55568.9608,62728.45743,57424.06258,44628.12827,88459.12063,97264.57754,80335.48299,92228.0283,56837.23177,81710.34002,55347.74619,68437.85606
O95639,CPSF4,Cleavage and polyadenylation specificity factor subunit 4 OS=Homo sapiens OX=9606 GN=CPSF4 PE=1 SV=1,135661.3811,138906.2242,148791.5854,147096.7795,160806.7945,110075.1832,116261.7565,113149.2193,109913.5603,170087.647,171056.3849,150025.4784,144027.4496,88976.59843,85177.82849,112383.5743,104525.1853
O15120,AGPAT2,1-acyl-sn-glycerol-3-phosphate acyltransferase beta OS=Homo sapiens OX=9606 GN=AGPAT2 PE=1 SV=1,368599.4455,456579.9431,380479.5293,360901.3802,388933.5423,416209.4482,431155.3915,461585.8746,390058.355,409753.8048,349440.3232,330543.4474,440581.1909,385171.9252,296572.5374,459871.8393,441473.7646
Q9UHQ4,BCAP29,B-cell receptor-associated protein 29 OS=Homo sapiens OX=9606 GN=BCAP29 PE=1 SV=2,44422.99709,55311.79533,,59150.61733,46679.63565,61361.43663,,71962.94136,46049.14502,47598.67076,71914.30147,61548.50441,53819.33148,,39738.65463,54398.10596,68941.73377
Q9BYK8,HELZ2,Helicase with zinc finger domain 2 OS=Homo sapiens OX=9606 GN=HELZ2 PE=1 SV=6,84061.68501,85760.77781,72545.94974,84424.56498,94843.23191,103785.8168,92306.44292,79082.89174,57847.44522,77943.75118,52285.32049,59679.99089,74977.95673,64961.69699,80263.32738,77299.96497,71708.30396
Q5VUA4,ZNF318,Zinc finger protein 318 OS=Homo sapiens OX=9606 GN=ZNF318 PE=1 SV=2,65407.41715,71316.30197,71068.33453,64819.7841,71518.61115,51386.61411,43245.10635,50388.99232,41049.56291,78537.98997,65996.29664,58301.65007,72051.17813,48560.623,60008.31147,61920.58624,42802.72939
Q13496,MTM1,Myotubularin OS=Homo sapiens OX=9606 GN=MTM1 PE=1 SV=2,441167.69,,390119.2439,354381.9676,375272.2405,307461.1817,249405.7498,268240.8836,287527.3683,270615.1147,293853.5944,307676.0562,292646.3075,261534.636,296070.8778,242859.1758,317188.7715
Q9H8G2,CAAP1,Caspase activity and apoptosis inhibitor 1 OS=Homo sapiens OX=9606 GN=CAAP1 PE=1 SV=2,97431.30844,114999.1482,95146.66706,104793.3592,90060.14375,71435.6435,45432.30022,82071.40239,74170.50956,124520.1324,121846.1427,116599.9355,122715.1173,74731.09494,68285.13066,48866.44947,70220.28227
O75208,COQ9,"Ubiquinone biosynthesis protein COQ9, mitochondrial OS=Homo sapiens OX=9606 GN=COQ9 PE=1 SV=1",208488.9772,228296.5243,244498.174,223440.1211,235569.4845,230433.1593,222934.771,224675.087,189853.8579,244394.6512,220586.7661,252871.3815,245660.1725,227567.9608,252017.3363,237992.5826,224608.665
Q8TCC3,MRPL30,"39S ribosomal protein L30, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL30 PE=1 SV=1",146128.5654,136981.2718,148851.3695,153459.4778,141118.7748,158245.2056,158256.3842,141391.2567,158939.5936,171789.3489,159108.8199,109299.9056,151479.6561,172344.1173,159597.5446,180327.9475,164335.6997
Q96F81,DISP1,Protein dispatched homolog 1 OS=Homo sapiens OX=9606 GN=DISP1 PE=1 SV=3,198964.9824,208926.0122,217509.0555,205037.5856,202653.3424,144962.3809,167831.5654,160031.5064,163508.5402,238897.5007,362015.7451,259755.0515,275405.8387,172818.9056,129835.2631,179683.8725,133448.237
Q15041,ARL6IP1,ADP-ribosylation factor-like protein 6-interacting protein 1 OS=Homo sapiens OX=9606 GN=ARL6IP1 PE=1 SV=2,385896.6663,312986.3274,441405.6284,295580.5041,285652.292,210405.5836,259643.7819,366248.5659,411045.3892,315907.4128,372007.9198,481083.7305,431521.6597,369311.0362,258810.7317,258858.0305,221724.5741
P03897,MT-ND3,NADH-ubiquinone oxidoreductase chain 3 OS=Homo sapiens OX=9606 GN=MT-ND3 PE=1 SV=1,497604.6115,445224.4218,444630.7836,449454.7779,416249.887,363732.9493,357404.5499,359875.8411,395927.5272,409924.0233,340725.3896,481081.6647,405351.0937,384016.0156,329075.0085,313303.0264,309552.2435
Q9H5Z1,DHX35,Probable ATP-dependent RNA helicase DHX35 OS=Homo sapiens OX=9606 GN=DHX35 PE=1 SV=2,138843.3299,153674.8557,125508.9765,140328.0621,144318.0585,102500.8747,90029.71362,131232.1293,120024.2229,124272.3527,81931.00153,121949.0839,121182.6047,107994.0008,142213.5806,114180.8012,133076.2503
A0A8V8TLP7,CLASP1,Cytoplasmic linker associated protein 1 OS=Homo sapiens OX=9606 GN=CLASP1 PE=1 SV=1,257432.5625,283158.1394,268214.6761,282236.8502,204731.8069,183112.4317,190823.625,,240482.6731,215153.5561,268466.659,309986.0334,273069.1918,204567.3739,182414.3082,167382.5597,162528.5082
Q58FG1,HSP90AA4P,Putative heat shock protein HSP 90-alpha A4 OS=Homo sapiens OX=9606 GN=HSP90AA4P PE=5 SV=1,1108278.614,1011823.661,1053884.925,1187258.266,1244462.99,1102425.952,957465.0166,944167.0792,844281.426,1393243.595,990285.5586,1242496.429,1423792.208,581599.3273,1301258.183,775028.5119,966559.681
Q96FH0,BORCS8,BLOC-1-related complex subunit 8 OS=Homo sapiens OX=9606 GN=BORCS8 PE=1 SV=1,887141.6484,810730.5909,,845274.7799,813998.0935,,,841945.5008,989469.7868,741683.4082,810382.2308,831063.7885,677301.0586,,,,
Q96EU7,C1GALT1C1,C1GALT1-specific chaperone 1 OS=Homo sapiens OX=9606 GN=C1GALT1C1 PE=1 SV=1,226923.905,241369.7451,208189.3264,226589.6855,222628.2435,201113.4593,218860.4424,175825.8017,169891.6092,238965.9427,252981.3646,224478.0809,235154.2759,167130.4493,179149.7774,197458.9062,175113.7999
Q8IWE2,FAM114A1,Protein NOXP20 OS=Homo sapiens OX=9606 GN=FAM114A1 PE=1 SV=2,99969.57828,74182.98987,106522.917,111375.0983,118107.0886,130555.352,129609.1279,139335.9283,153692.0782,127862.7941,121418.6448,109630.6815,127479.094,139609.7129,142131.3687,171177.7614,140240.7829
Q86XZ4,SPATS2,Spermatogenesis-associated serine-rich protein 2 OS=Homo sapiens OX=9606 GN=SPATS2 PE=1 SV=1,62732.31706,57576.01924,75945.27744,67941.62105,40193.79781,34972.69114,41726.73333,59111.26768,69252.78933,45249.89393,91253.46435,80086.70868,58342.51002,59207.35297,34900.53303,38678.55118,46415.67392
A0A0A0MRM8;A0A1Y0BRN3,MYO6,Unconventional myosin-VI OS=Homo sapiens OX=9606 GN=MYO6 PE=1 SV=1,278732.6828,255567.9937,255925.0606,263788.3701,262783.5643,243831.1559,246138.7499,280133.1584,278341.4911,314470.7984,274963.944,276923.2012,320274.6685,289820.9249,345156.022,291565.4364,340898.397
Q8N8N0,RNF152,E3 ubiquitin-protein ligase RNF152 OS=Homo sapiens OX=9606 GN=RNF152 PE=1 SV=1,65574.20198,106088.8202,98388.63076,92632.09038,76972.64832,138339.9016,153922.0603,163623.9031,197197.0952,100528.4693,99099.33013,108507.0375,81247.87049,243370.61,168898.1025,154533.3821,148945.201
Q9BRA2,TXNDC17,Thioredoxin domain-containing protein 17 OS=Homo sapiens OX=9606 GN=TXNDC17 PE=1 SV=1,869994.5182,715426.5509,768612.237,763934.2242,742695.3886,720908.6604,810645.622,783809.3325,897327.1735,741374.9557,749626.1394,742326.5585,757843.8352,840331.0199,727744.6864,821537.133,767295.4823
Q17RY0,CPEB4,Cytoplasmic polyadenylation element-binding protein 4 OS=Homo sapiens OX=9606 GN=CPEB4 PE=1 SV=1,175146.0316,167799.8656,186071.8375,181206.3428,149160.0841,139424.7782,151216.9672,165978.5686,135088.9978,146899.5988,183266.7644,159693.1324,131164.4124,154988.4697,128781.1431,135235.717,128029.5153
P01889,HLA-B,"HLA class I histocompatibility antigen, B alpha chain OS=Homo sapiens OX=9606 GN=HLA-B PE=1 SV=3",87872.26525,106924.1287,60645.7733,94637.65464,78056.98373,91246.49898,99262.09784,91505.59928,89280.00577,62195.99724,59355.44801,98818.24579,54241.82202,90373.26407,89487.41911,73905.31162,72798.40747
Q96P63,SERPINB12,Serpin B12 OS=Homo sapiens OX=9606 GN=SERPINB12 PE=1 SV=1,,241439.8359,,,,,,,,,,,,255469.9028,146939.8621,,
H0YCG2,LAMP2,Lysosomal associated membrane protein 2 (Fragment) OS=Homo sapiens OX=9606 GN=LAMP2 PE=1 SV=1,164762.8567,179133.6568,172584.1974,173695.091,186433.1293,222780.4833,232718.2682,209359.7157,193068.3955,168718.0002,154651.6896,158315.7392,148641.0693,181522.5091,204409.0003,173208.2083,184557.9796
Q99622,C12orf57,Protein C10 OS=Homo sapiens OX=9606 GN=C12orf57 PE=1 SV=1,288314.4331,314471.1505,332438.676,288749.5465,270161.0011,208695.337,166237.3608,211516.7992,198014.0227,264398.5071,274629.0081,233995.1692,276375.4302,201999.8533,198983.8938,205103.6222,175277.501
Q9NUW8,TDP1,Tyrosyl-DNA phosphodiesterase 1 OS=Homo sapiens OX=9606 GN=TDP1 PE=1 SV=2,109540.683,114016.0278,101940.3672,102463.4252,101967.9576,127642.1965,105068.62,125981.4054,113898.9309,107994.9177,90306.12868,87413.89784,90936.52946,106334.9664,105942.4146,110721.1648,107466.4579
A0A8Q3WLM4;E5RJI4;H0YB16,PTK2,non-specific protein-tyrosine kinase OS=Homo sapiens OX=9606 GN=PTK2 PE=1 SV=1,,,,407369.115,606884.5973,,576069.6135,485060.9403,543470.5711,532907.2001,429710.1458,440017.7937,417221.7463,558587.3262,653003.9305,394366.2664,541709.3344
Q8NG11,TSPAN14,Tetraspanin-14 OS=Homo sapiens OX=9606 GN=TSPAN14 PE=1 SV=1,253810.4695,295310.2896,265870.2624,239470.063,269190.7629,331045.5198,303470.115,336205.3088,333562.3923,244388.3216,217428.8229,285840.9781,202297.0421,392450.6532,372165.7226,396094.5348,336626.9088
H0Y2V6,CEP170,Centrosomal protein 170 (Fragment) OS=Homo sapiens OX=9606 GN=CEP170 PE=1 SV=1,108021.2719,84061.18362,114444.4968,95477.43113,117469.708,125309.5293,127613.6737,104342.4635,89656.54007,110632.6418,124978.0327,78995.17275,123939.8765,102639.9239,130349.9081,116302.1297,124726.6263
Q96MC6,MFSD14A,Hippocampus abundant transcript 1 protein OS=Homo sapiens OX=9606 GN=MFSD14A PE=1 SV=2,34313.80078,31757.40941,43508.98196,38104.67738,45531.51947,60200.0546,48526.00275,53909.00961,56743.46461,27286.42768,35403.05333,,33339.02147,63841.70141,54982.7839,56072.70333,47604.93124
Q9BYC5,FUT8,"Alpha-(1,6)-fucosyltransferase OS=Homo sapiens OX=9606 GN=FUT8 PE=1 SV=2",71628.97714,76237.54279,50856.38342,70850.63019,58097.01299,61046.26378,63546.83976,68108.94242,85372.13036,86766.58334,70360.54367,95896.57307,89787.44835,103462.5716,56484.95459,76163.00681,49103.75424
P22670,RFX1,MHC class II regulatory factor RFX1 OS=Homo sapiens OX=9606 GN=RFX1 PE=1 SV=2,99652.68766,93197.2022,103708.3924,96047.29779,102076.7878,54615.9583,75274.24931,,,88926.63473,124340.1182,97769.62881,109348.8453,58250.94402,54481.28988,88618.89301,80990.69409
P52747,ZNF143,Zinc finger protein 143 OS=Homo sapiens OX=9606 GN=ZNF143 PE=1 SV=2,63082.82507,85776.20157,83650.13453,83090.50587,96807.6569,93597.5308,75917.4298,84808.09251,63295.6492,84368.61717,70881.73489,83947.37541,66579.45774,101310.5418,79463.54718,82512.95655,85461.43936
Q9BSQ5,CCM2,Cerebral cavernous malformations 2 protein OS=Homo sapiens OX=9606 GN=CCM2 PE=1 SV=1,238068.0812,251899.8889,241608.9086,241359.3884,263302.6754,261764.4166,248929.2757,248884.155,222059.7159,238269.7991,219653.6862,190247.3266,235672.9617,214706.932,264031.2157,223182.9513,234815.3084
O00587,MFNG,"Beta-1,3-N-acetylglucosaminyltransferase manic fringe OS=Homo sapiens OX=9606 GN=MFNG PE=1 SV=2",165542.7318,193507.4446,179176.28,180005.5159,195193.7191,264363.6226,282429.346,285850.3537,216144.0183,137103.012,114986.8857,119094.3656,114421.3115,213955.4221,247252.1371,284988.4539,255885.3976
B7ZAP0,RABGAP1L,"Rab GTPase-activating protein 1-like, isoform 10 OS=Homo sapiens OX=9606 GN=RABGAP1L PE=1 SV=1",244080.6269,218091.118,236770.9068,266729.2109,242118.2277,275581.8627,347022.4084,301939.7274,330794.339,213070.1599,333674.8049,212671.2788,233329.7055,268870.8702,222413.5226,280749.66,250291.0122
Q14114,LRP8,Low-density lipoprotein receptor-related protein 8 OS=Homo sapiens OX=9606 GN=LRP8 PE=1 SV=4,34146.12391,40791.86237,32813.90385,37443.19542,31008.69917,26411.24976,44845.88559,50390.09742,48397.61185,25196.72862,34565.98459,41191.40984,33009.87168,61243.1454,34108.68405,,37822.98906
O15344,MID1,E3 ubiquitin-protein ligase Midline-1 OS=Homo sapiens OX=9606 GN=MID1 PE=1 SV=1,38987.46738,36498.59934,39476.3458,36866.85234,40030.84988,49852.79599,44612.2897,32488.37907,32681.84986,40439.30787,34181.21964,32654.86141,39328.1491,38841.28338,59690.71212,46399.50777,49088.4055
Q96BI1,SLC22A18,Solute carrier family 22 member 18 OS=Homo sapiens OX=9606 GN=SLC22A18 PE=1 SV=3,172250.5412,201101.3422,185584.1693,143182.2232,209716.1776,212041.4888,204242.6881,202187.7422,178311.4721,141179.5537,159335.7115,182866.2166,103814.0627,152002.2575,151487.2628,179680.8547,172975.1816
O75752,B3GALNT1,"UDP-GalNAc:beta-1,3-N-acetylgalactosaminyltransferase 1 OS=Homo sapiens OX=9606 GN=B3GALNT1 PE=1 SV=1",159571.9735,159173.1824,158003.7803,168637.7707,156226.6016,169690.3826,178257.454,171880.5258,186687.6589,130779.0031,175977.4218,184853.9005,134609.4318,159400.0465,157662.9464,180674.0597,151591.0376
Q9P2R6,RERE,Arginine-glutamic acid dipeptide repeats protein OS=Homo sapiens OX=9606 GN=RERE PE=1 SV=2,132637.4661,114722.6354,161677.6145,145232.9184,134733.1012,103511.9048,85711.35416,120184.774,120454.8184,124652.9483,146223.4241,124485.9563,137958.0503,109847.0054,99205.36205,89394.56216,114321.8419
Q9Y3D8,AK6,Adenylate kinase isoenzyme 6 OS=Homo sapiens OX=9606 GN=AK6 PE=1 SV=1,310509.1228,232989.019,232314.1839,328124.987,261399.142,258240.301,315290.6158,324230.4204,313131.3002,208135.8608,240451.5199,173389.3516,325202.1951,255136.8906,157922.9873,279755.4041,312216.3318
Q8NBJ9,SIDT2,SID1 transmembrane family member 2 OS=Homo sapiens OX=9606 GN=SIDT2 PE=1 SV=2,84653.8358,92759.38536,46307.39786,104019.6703,72902.12488,109030.4918,87633.19055,100288.3222,93653.92091,83801.64422,48706.0285,97769.66235,79766.52951,95268.75203,104793.3454,81144.59161,94996.15792
O43916,CHST1,Carbohydrate sulfotransferase 1 OS=Homo sapiens OX=9606 GN=CHST1 PE=1 SV=1,79023.63775,62305.40923,,,53210.56308,91804.17281,104722.7807,125595.0962,75810.68078,,,,,167145.6386,127581.9196,158887.238,93572.77284
P00813,ADA,Adenosine deaminase OS=Homo sapiens OX=9606 GN=ADA PE=1 SV=3,328005.6226,364238.2456,452049.283,380194.2744,263423.7376,190588.2563,,,,554135.3718,613188.872,301839.3285,393584.0333,,,,
Q8N573,OXR1,Oxidation resistance protein 1 OS=Homo sapiens OX=9606 GN=OXR1 PE=1 SV=2,98522.09838,111712.449,106169.3677,89154.7297,85149.55973,99830.07675,78573.03951,92544.0807,73887.73559,67844.32065,91107.43738,91342.49837,48338.50151,49871.07479,60500.78307,42027.4378,64641.28333
P36980,CFHR2,Complement factor H-related protein 2 OS=Homo sapiens OX=9606 GN=CFHR2 PE=1 SV=1,,,,,,495264.0371,329735.5152,507966.956,464331.3004,,,,,360129.3559,412259.7304,248267.7239,517775.6198
Q92685,ALG3,"Dol-P-Man:Man(5)GlcNAc(2)-PP-Dol alpha-1,3-mannosyltransferase OS=Homo sapiens OX=9606 GN=ALG3 PE=1 SV=1",319884.5648,347797.0656,267322.75,300032.7613,374762.499,458194.7507,391609.7489,336860.296,354678.976,340386.8647,262383.5858,336613.0609,295466.1905,328140.8706,418293.364,348203.6234,364168.6423
A0A0D9SFB1;H7C5U0,DNM1,dynamin GTPase OS=Homo sapiens OX=9606 GN=DNM1 PE=1 SV=1,115546.7667,138809.2429,139267.3486,139657.6479,129107.7116,159171.9644,145309.574,136314.969,137637.1897,100371.2032,102225.7534,127414.7886,143920.6393,172327.435,135080.6293,160263.4291,196612.0311
Q8TBQ9,TMEM167A,Protein kish-A OS=Homo sapiens OX=9606 GN=TMEM167A PE=1 SV=1,857181.9676,946904.6414,856474.2698,858555.9538,964536.6516,1015720.497,1036100.983,905905.461,907495.2083,878380.5144,729669.8489,959654.4089,879183.7222,941851.7578,1076609.832,946394.4351,1003783.75
Q8N3X1,FNBP4,Formin-binding protein 4 OS=Homo sapiens OX=9606 GN=FNBP4 PE=1 SV=3,19092.16858,18718.67452,,18807.00182,14449.06447,9443.258055,,19215.79507,19923.13127,10367.67253,,24023.18048,16067.97343,,,,12477.28393
Q92993,KAT5,Histone acetyltransferase KAT5 OS=Homo sapiens OX=9606 GN=KAT5 PE=1 SV=2,649813.9096,745179.9569,716921.6452,752199.4964,829094.1589,714190.1148,,807614.9184,750189.0606,755441.0552,657648.321,712481.8068,782918.9865,765655.2853,796524.6589,,565778.1985
P07951,TPM2,Tropomyosin beta chain OS=Homo sapiens OX=9606 GN=TPM2 PE=1 SV=1,,,,,104180.8162,145570.3596,143431.8725,160010.5207,131047.8233,89537.99176,,96851.50319,109914.8897,255440.6202,189257.2288,186993.2147,207999.6017
P10721,KIT,Mast/stem cell growth factor receptor Kit OS=Homo sapiens OX=9606 GN=KIT PE=1 SV=1,107962.5435,94913.54357,81061.35832,114812.7061,96623.30262,103389.9901,119336.9103,92040.73539,85867.9325,98166.42288,79244.5504,86700.13083,88318.60382,56317.03383,113416.2429,119579.2436,92511.96515
Q9BZC1,CELF4,CUGBP Elav-like family member 4 OS=Homo sapiens OX=9606 GN=CELF4 PE=1 SV=1,194580.2132,194456.2292,194298.9852,188880.5249,176438.5734,151284.7011,158360.7391,176783.7289,182069.2389,154513.0263,273255.6385,208468.5917,170160.3647,148089.5116,130823.6508,139783.4356,132617.0359
O75794,CDC123,Cell division cycle protein 123 homolog OS=Homo sapiens OX=9606 GN=CDC123 PE=1 SV=1,65050.4001,51165.3972,59116.0955,72175.17225,56958.17496,63951.25851,56170.99955,59798.74474,46135.11109,56044.25415,43581.2036,39474.46246,53596.55921,50368.19741,59902.60385,44451.06317,50178.2743
Q86WC4,OSTM1,Osteopetrosis-associated transmembrane protein 1 OS=Homo sapiens OX=9606 GN=OSTM1 PE=1 SV=1,264605.0298,276274.8825,186377.38,246333.2312,220450.4475,230639.4107,262946.894,201556.8543,146089.5041,209086.3943,177581.0092,188307.3733,168242.677,135298.2942,232585.0941,184698.0431,227493.5033
P34931,HSPA1L,Heat shock 70 kDa protein 1-like OS=Homo sapiens OX=9606 GN=HSPA1L PE=1 SV=2,113657.7417,108598.5933,,84891.98329,43152.78737,60227.46141,42419.25168,57052.61032,74684.70178,,,,21682.44486,,59057.75152,122232.3692,55488.24718
P49447,CYB561,Transmembrane ascorbate-dependent reductase CYB561 OS=Homo sapiens OX=9606 GN=CYB561 PE=1 SV=2,47803.58199,43394.93131,45250.67492,45566.04693,33595.22635,15525.85566,29360.11137,36175.73015,61301.74154,36854.0988,44713.51353,43682.80671,39003.91539,39842.22923,18244.18672,20377.71666,18703.86427
Q9Y580,RBM7,RNA-binding protein 7 OS=Homo sapiens OX=9606 GN=RBM7 PE=1 SV=1,90680.96635,97289.98759,82370.42203,101490.7884,111618.0108,99395.98801,70170.76377,103304.1313,88689.39287,110022.3566,87791.89987,106247.0254,101767.8857,88494.34003,85251.41118,85067.87409,68007.51589
P06681,C2,Complement C2 OS=Homo sapiens OX=9606 GN=C2 PE=1 SV=2,269105.7814,267826.205,256036.4367,269697.6827,264096.8668,277679.7912,284825.286,337022.4369,287042.2851,286117.4424,269944.9655,250783.2157,285802.7554,288300.6812,286476.4092,276560.5467,280187.7032
Q8N4T8,CBR4,3-oxoacyl-[acyl-carrier-protein] reductase OS=Homo sapiens OX=9606 GN=CBR4 PE=1 SV=3,250944.592,258890.6901,257224.7341,251708.3551,257250.3055,301621.4783,264131.0953,277342.1575,232684.1387,334786.7627,227259.8161,266273.1335,284609.5063,272783.599,294229.3296,234848.6411,323839.8026
Q9BQD3,KXD1,KxDL motif-containing protein 1 OS=Homo sapiens OX=9606 GN=KXD1 PE=1 SV=2,399298.4912,565478.4247,470783.4308,520575.2818,478071.9201,483062.8413,441497.239,478991.0869,468345.1566,490379.1979,441004.8816,498580.8981,514352.3105,457672.7435,473307.4778,504593.2389,475037.8226
Q96A57,TMEM230,Transmembrane protein 230 OS=Homo sapiens OX=9606 GN=TMEM230 PE=1 SV=1,112988.2974,123214.653,90129.37463,82701.10555,114135.1098,140073.1949,152815.8525,103734.3106,109035.8687,131714.2868,139222.58,127607.0879,146363.8505,106599.9093,136930.6045,127534.2423,91822.99507
Q13490,BIRC2,Baculoviral IAP repeat-containing protein 2 OS=Homo sapiens OX=9606 GN=BIRC2 PE=1 SV=2,72068.4634,78193.68184,69523.63745,79531.72185,72314.41605,64238.06697,70232.87218,69811.24718,93446.15224,68748.99889,82326.50555,64022.59395,54578.42946,56581.46379,60820.15384,,52558.489
Q8NBZ7,UXS1,UDP-glucuronic acid decarboxylase 1 OS=Homo sapiens OX=9606 GN=UXS1 PE=1 SV=1,136210.348,165044.3945,159904.3444,191472.0712,116460.2302,223622.4073,228357.0437,192163.9892,163058.4708,128137.2209,,154256.959,178561.2969,224367.7879,247747.6299,225438.1794,235410.4772
P00747,PLG,Plasminogen OS=Homo sapiens OX=9606 GN=PLG PE=1 SV=2,315150.3698,286781.181,274148.6284,308532.891,314997.1751,237234.3521,236398.0239,201112.2507,225331.1053,200974.2053,127311.4049,155476.6293,181066.3782,148932.4007,136950.8533,89989.21889,105807.7319
Q9H814,PHAX,Phosphorylated adapter RNA export protein OS=Homo sapiens OX=9606 GN=PHAX PE=1 SV=1,104734.9312,115397.4365,113436.8083,120140.13,95996.3532,129317.5102,144052.0179,122742.5295,150331.309,91685.55623,119690.8955,114395.3612,98292.46263,147907.3279,98668.95951,164421.9029,114144.9549
Q15014,MORF4L2,Mortality factor 4-like protein 2 OS=Homo sapiens OX=9606 GN=MORF4L2 PE=1 SV=1,52340.03614,60683.71739,61092.6559,59829.25259,66939.2446,56537.57483,38126.9155,,90916.2835,80022.30917,102614.2709,85951.56274,75281.53163,45073.06415,41048.72269,,50409.61848
Q8N9N8,EIF1AD,Probable RNA-binding protein EIF1AD OS=Homo sapiens OX=9606 GN=EIF1AD PE=1 SV=1,70187.87548,42724.41403,101638.8978,76939.10463,46250.1231,37908.16285,55774.96606,58842.05942,90600.89459,57205.96906,71971.21409,135180.5778,41473.78351,89506.7671,37677.96223,48688.72884,50150.99852
A0A0A0MS90;K7EPZ6,MBD1,Methyl-CpG binding domain protein 1 OS=Homo sapiens OX=9606 GN=MBD1 PE=1 SV=1,937378.4808,835295.688,773289.6618,848424.596,929950.9899,742868.4037,635157.2619,768869.9929,571950.8955,791028.1359,829192.8754,646913.5071,788304.8281,520269.5456,636896.684,331653.6919,644115.6613
Q8NCE2,MTMR14,Myotubularin-related protein 14 OS=Homo sapiens OX=9606 GN=MTMR14 PE=1 SV=2,73144.61805,68712.03831,65029.84276,61628.65264,75276.11802,87239.1208,73757.57151,44852.54305,59188.74842,33455.01707,,55105.7254,26058.30781,53394.38447,72179.31243,46738.82273,59990.6582
Q96KQ7,EHMT2,Histone-lysine N-methyltransferase EHMT2 OS=Homo sapiens OX=9606 GN=EHMT2 PE=1 SV=3,99532.10087,89577.14593,75750.78953,71139.61592,100239.0972,91438.14718,61113.40016,89628.56108,69546.43367,52604.9254,,72628.90229,71585.25927,90261.09029,82793.07316,43563.59654,61224.39491
Q8TF01,PNISR,Arginine/serine-rich protein PNISR OS=Homo sapiens OX=9606 GN=PNISR PE=1 SV=2,78127.43178,78589.35332,76260.7482,74043.83376,79511.30426,78233.38726,62740.02376,124113.8925,90984.12696,121357.2825,97117.84811,104428.2389,136068.0549,157552.3797,91861.0052,70990.62747,95667.31449
P51689,ARSD,Arylsulfatase D OS=Homo sapiens OX=9606 GN=ARSD PE=1 SV=2,88700.07322,101909.9058,108098.5646,93243.28231,86344.191,81770.9576,92447.13662,65409.2234,98924.43123,83941.77792,100677.0428,92045.71494,92143.16864,50316.27812,86827.93725,63589.29087,83449.27268
